Species,Length,Sex,Quadrat,Interval,Year
Dteter,14.5,m,14,4,2013
Padoxus,20.0,m,14,4,2013
Pmoestus,21.5,m,14,4,2013
Ainterstitialis,19.5,m,14,4,2013
Ainterstitialis,20.0,m,14,4,2013
Ainterstitialis,20.5,m,14,4,2013
Alucidula,20.0,m,14,4,2013
Cemarginatus,16.5,m,14,4,2013
Cemarginatus,16.0,m,14,4,2013
Cemarginatus,19.0,m,14,4,2013
Cemarginatus,11.0,f,15,4,2013
Cemarginatus,15.5,f,15,4,2013
Cemarginatus,15.5,f,15,4,2013
Cgoryi,12.5,m,15,4,2013
Cgoryi,20.5,m,15,4,2013
Cgoryi,15.0,m,15,4,2013
Cgoryi,15.5,m,15,4,2013
Dpolitus,14.0,m,15,4,2013
Dsculptilis,14.5,f,16,4,2013
Dsculptilis,11.0,f,17,4,2013
Dteter,11.0,f,17,4,2013
Dteter,10.5,f,17,4,2013
Harpalus?,17.5,f,18,4,2013
Mcoracinus,18.0,f,19,4,2013
Mcoracinus,8.5,m,19,4,2013
Mcyanescens,15.0,f,22,4,2013
Padoxus,17.5,f,22,4,2013
Padoxus,10.0,f,22,4,2013
Padoxus,16.0,m,22,4,2013
Padoxus,15.5,m,22,4,2013
Padoxus,14.0,m,22,4,2013
Pangustatus,14.5,m,22,4,2013
Pangustatus,14.0,m,22,4,2013
Ptristis,18.0,m,22,4,2013
Ptristis,15.0,f,23,4,2013
Ptristis,19.0,f,23,4,2013
Ptristis,18.0,f,23,4,2013
Ptristis,17.5,m,23,4,2013
Ptristis,17.5,m,25,4,2013
Sslecontei,13.5,m,25,4,2013
Sslecontei,15.0,f,26,4,2013
Sslecontei,15.0,f,26,4,2013
Cconvivus,21.5,f,26,4,2013
Cemarginatus,15.0,f,27,4,2013
Cemarginatus,15.5,m,27,4,2013
Cgoryi,16.0,m,27,4,2013
Dsculptilis,15.0,m,27,4,2013
Dteter,14.0,m,27,4,2013
Dteter,17.0,f,28,4,2013
Dteter,22.0,f,28,4,2013
Dteter,16.0,m,28,4,2013
Mcyanescens,14.5,m,29,4,2013
Mcyanescens,21.5,f,30,4,2013
Mcyanescens,17..5,f,30,4,2013
Padoxus,17.5,f,30,4,2013
Padoxus,22.0,f,33,4,2013
Padoxus,23.0,f,33,4,2013
Padoxus,22.0,f,33,4,2013
Padoxus,22.0,f,33,4,2013
Padoxus,16.0,f,33,4,2013
Plachrymosus,11.0,m,33,4,2013
Pmoestus,17.0,m,33,4,2013
Ptristis,21.0,m,33,4,2013
Ptristis,20.0,m,33,4,2013
Ptristis,16.0,m,33,4,2013
Ptristis,17.0,m,33,4,2013
Ptristis,23.5,f,34,4,2013
Ptristis,20.5,f,34,4,2013
Ptristis,21.5,f,34,4,2013
Ptristis,15.0,m,34,4,2013
Sslecontei,17.0,m,34,4,2013
Sslecontei,17.0,m,34,4,2013
Padoxus,22.5,f,35,4,2013
Cconvivus,22.0,f,35,4,2013
Cemarginatus,18.0,f,35,4,2013
Cemarginatus,15.5,m,35,4,2013
Cgoryi,16.0,m,35,4,2013
Cgoryi,16.5,m,35,4,2013
Cgoryi,12.5,f,36,4,2013
Cgoryi,23.5,f,36,4,2013
Dsculptilis,16.5,f,36,4,2013
Naeneus,17.0,f,36,4,2013
Padoxus,17.5,f,36,4,2013
Padoxus,16.5,f,36,4,2013
Padoxus,18.5,f,36,4,2013
Padoxus,17.5,m,36,4,2013
Padoxus,24.0,f,37,4,2013
Pangustatus,23.0,f,37,4,2013
Pangustatus,16.0,f,37,4,2013
Pangustatus,21.5,m,37,4,2013
Pangustatus,20.0,m,37,4,2013
Cgoryi,13.0,f,39,4,2013
Cgoryi,13.0,f,39,4,2013
Pangustatus,16.0,f,39,4,2013
Pangustatus,15.5,f,39,4,2013
Pangustatus,15.0,f,39,4,2013
Pangustatus,18.0,f,39,4,2013
Pangustatus,16.5,f,39,4,2013
Pangustatus,14.5,f,39,4,2013
Pangustatus,7.0,f,39,4,2013
Pangustatus,15.5,m,39,4,2013
Pangustatus,14.5,m,39,4,2013
Pangustatus,15.0,m,39,4,2013
Ptristis,16.0,m,39,4,2013
Alucidula,15.5,m,39,4,2013
Amelanarium,17.5,m,39,4,2013
Cconvivus,15.0,m,39,4,2013
Cconvivus,16.0,m,39,4,2013
Cfucatus,13.5,m,39,4,2013
Cfucatus,13.5,m,39,4,2013
Cgoryi,16.0,f,40,4,2013
Pangustatus,14.5,f,40,4,2013
Pangustatus,13.0,m,40,4,2013
Pangustatus,14.0,m,40,4,2013
Pangustatus,16.0,m,40,4,2013
Pangustatus,17.0,m,40,4,2013
Phamiltoni,13.0,m,40,4,2013
Pstygicus,12.5,m,40,4,2013
Pstygicus,18.0,m,40,4,2013
Pstygicus,16.5,m,40,4,2013
Pstygicus,16.0,f,41,4,2013
Ptenuicolle,13.5,f,41,4,2013
Ptenuicolle,17.5,f,41,4,2013
Ptenuicolle,14.0,m,41,4,2013
Ptenuicolle,19.5,m,41,4,2013
Ptenuicolle,15.5,m,41,4,2013
Ptenuicolle,22.0,f,42,4,2013
Ainterstitialis,21.0,f,42,4,2013
Dteter,17.5,f,42,4,2013
Phamiltoni,17.5,f,42,4,2013
Pstygicus,17.0,f,42,4,2013
Pstygicus,20.5,m,42,4,2013
Pstygicus,17.5,m,42,4,2013
Pstygicus,16.5,m,42,4,2013
Pstygicus,17.5,m,42,4,2013
Pstygicus,16.5,m,42,4,2013
Pstygicus,22.0,f,1,5,2013
Pstygicus,15.5,f,1,5,2013
Ptenuicolle,15.0,f,1,5,2013
Aferreum,15.0,m,1,5,2013
Cconvivus,14.5,m,1,5,2013
Cconvivus,16.0,m,1,5,2013
Cfucatus,16.0,f,2,5,2013
Cseximpressus,22.5,f,2,5,2013
Phamiltoni,21.5,f,2,5,2013
Ptenuicolle,23.0,f,2,5,2013
Ptenuicolle,21.0,f,2,5,2013
Ptenuicolle,22.5,f,2,5,2013
Trechus?,22.0,f,2,5,2013
Cconvivus,15.0,f,2,5,2013
Cconvivus,15.0,f,2,5,2013
Cfucatus,15.0,f,2,5,2013
Cfucatus,18.5,f,2,5,2013
Cfucatus,20.0,m,2,5,2013
Cfucatus,21.5,m,2,5,2013
Cfucatus,25.0,f,3,5,2013
Dteter,17.0,f,3,5,2013
Pstygicus,23.0,m,3,5,2013
Cconvivus,22.0,m,3,5,2013
Cconvivus,16.0,m,3,5,2013
Cfucatus,21.0,f,4,5,2013
Cseximpressus,16.0,f,4,5,2013
Pangustatus,14.5,f,4,5,2013
Pstygicus,15.0,f,4,5,2013
Pstygicus,14.5,f,4,5,2013
Ptenuicolle,15.5,f,4,5,2013
Ainterstitialis,15.0,m,4,5,2013
Cfucatus,15.0,m,4,5,2013
Cfucatus,8.0,f,5,5,2013
Pmoestus,21.0,f,5,5,2013
Alucidula,23.0,f,5,5,2013
Cconvivus,15.0,f,5,5,2013
Cconvivus,15.0,f,5,5,2013
Cemarginatus,15.0,f,5,5,2013
Cfucatus,13.0,m,5,5,2013
Nnitidipennis,14.0,m,5,5,2013
Pangustatus,13.5,m,5,5,2013
Patratus,14.0,m,5,5,2013
Phamiltoni,13.0,m,5,5,2013
Phamiltoni,13.5,m,5,5,2013
Ptenuicolle,14.0,m,5,5,2013
Ptenuicolle,13.5,m,5,5,2013
Ptenuicolle,13.0,m,5,5,2013
Ainterstitialis,13.0,m,5,5,2013
Cseximpressus,15.5,m,5,5,2013
Cseximpressus,18.5,m,6,5,2013
Phamiltoni,17.0,f,7,5,2013
Pstygicus,15.5,f,7,5,2013
Pstygicus,12.0,m,7,5,2013
Ptenuicolle,16.0,f,8,5,2013
Sslecontei,14.0,f,8,5,2013
Cemarginatus,17.5,f,8,5,2013
Cemarginatus,16.0,f,8,5,2013
Cgoryi,15.0,f,8,5,2013
Cgoryi,14.5,f,8,5,2013
Mcoracinus,15.0,f,8,5,2013
Nnitidipennis,15.0,f,8,5,2013
Padoxus,15.5,f,8,5,2013
Padoxus,15.5,f,8,5,2013
Padoxus,15.0,m,8,5,2013
Plachrymosus,22.0,m,8,5,2013
Pmoestus,17.0,m,8,5,2013
Pmoestus,16.5,m,8,5,2013
Pmoestus,15.0,m,8,5,2013
Pmoestus,16.0,m,8,5,2013
Ptenuicolle,13.0,m,8,5,2013
Ptenuicolle,14.0,m,8,5,2013
Ptenuicolle,15.5,m,8,5,2013
Cconvivus,15.0,f,9,5,2013
Cconvivus,15.0,f,9,5,2013
Cemarginatus,17.0,f,9,5,2013
Cemarginatus,20.0,m,9,5,2013
Cemarginatus,14.0,m,9,5,2013
Dteter,17.0,m,9,5,2013
Dteter,14.0,f,10,5,2013
Dteter,15.0,f,10,5,2013
Nnitidipennis,16.5,f,11,5,2013
Pangustatus,14.0,f,11,5,2013
Pangustatus,14.0,f,11,5,2013
Pangustatus,15.0,m,11,5,2013
Pmoestus,15.0,f,12,5,2013
Pmoestus,14.0,f,12,5,2013
Pmoestus,14.0,f,12,5,2013
Ptristis,13.5,m,12,5,2013
Ptristis,13.5,m,12,5,2013
Ptristis,23.0,f,13,5,2013
Simpunctatus,21.5,f,13,5,2013
Sslecontei,23.0,f,13,5,2013
Cemarginatus,21.0,f,13,5,2013
Cemarginatus,22.0,f,13,5,2013
Cemarginatus,21.0,f,13,5,2013
Dteter,15.0,f,13,5,2013
Pmoestus,19.0,f,13,5,2013
Pmoestus,16.0,m,13,5,2013
Prostratus,21.0,m,13,5,2013
Ptristis,22.0,m,13,5,2013
Ptristis,14.0,m,13,5,2013
Cconvivus,18.0,m,13,5,2013
Dteter,17.0,m,13,5,2013
Dteter,13.5,m,13,5,2013
Dteter,16.0,f,14,5,2013
Pmoestus,14.0,f,14,5,2013
Pmoestus,15.5,f,14,5,2013
Prostratus,17.0,f,14,5,2013
Ptristis,15.0,f,14,5,2013
Ptristis,16.0,f,14,5,2013
Ptristis,16.0,f,14,5,2013
Cconvivus,15.0,f,14,5,2013
Cemarginatus,16.0,m,14,5,2013
Cemarginatus,16.5,m,14,5,2013
Cemarginatus,14.5,m,14,5,2013
Cemarginatus,13.5,m,14,5,2013
Cemarginatus,14.0,m,14,5,2013
Cemarginatus,15.0,m,14,5,2013
Cfucatus,21.0,m,14,5,2013
Cfucatus,16.0,m,14,5,2013
Cfucatus,16.0,m,14,5,2013
Cfucatus,17.5,m,14,5,2013
Cgoryi,13.5,f,15,5,2013
Cgoryi,13.0,f,15,5,2013
Cgoryi,13.0,m,15,5,2013
Cgoryi,13.5,m,15,5,2013
Cgoryi,13.5,m,15,5,2013
Cgoryi,12.0,m,15,5,2013
Cseximpressus,15.5,f,16,5,2013
Dteter,13.0,f,16,5,2013
Dteter,13.5,m,16,5,2013
Dteter,14.0,m,16,5,2013
Dteter,9.0,f,17,5,2013
Padoxus,16.0,f,17,5,2013
Padoxus,15.0,f,17,5,2013
Pangustatus,14.5,f,17,5,2013
Plachrymosus,14.5,m,17,5,2013
Ptenuicolle,15.5,m,17,5,2013
Ptenuicolle,15.0,m,17,5,2013
Ptenuicolle,15.0,m,17,5,2013
Sslecontei,14.5,m,17,5,2013
Cconvivus,14.0,m,17,5,2013
Cconvivus,17.0,f,18,5,2013
Cconvivus,16.5,m,18,5,2013
Cconvivus,17.5,f,19,5,2013
Cfucatus,15.5,f,20,5,2013
Cfucatus,13.0,f,20,5,2013
Cfucatus,15.0,m,20,5,2013
Cfucatus,16.0,m,20,5,2013
Cfucatus,15.0,m,20,5,2013
Cfucatus,15.5,f,22,5,2013
Cfucatus,15.5,f,22,5,2013
Cfucatus,18.0,f,22,5,2013
Cfucatus,18.0,m,22,5,2013
Cfucatus,15.0,f,23,5,2013
Cfucatus,14.5,f,23,5,2013
Cgoryi,18.5,f,23,5,2013
Cgoryi,15.5,f,23,5,2013
Cgoryi,17.0,f,25,5,2013
Cgoryi,21.5,f,25,5,2013
Cgoryi,21.5,f,25,5,2013
Cgoryi,22.5,f,25,5,2013
Cseximpressus,16.5,f,25,5,2013
Cseximpressus,21.5,f,25,5,2013
Dteter,15.5,f,25,5,2013
Mcyanescens,16.0,f,25,5,2013
Padoxus,14.0,f,25,5,2013
Padoxus,16.0,f,25,5,2013
Pangustatus,15.5,m,25,5,2013
Pangustatus,15.0,m,25,5,2013
Pmoestus,14.5,m,25,5,2013
Pmoestus,21.0,m,25,5,2013
Pmoestus,21.0,m,25,5,2013
Pmoestus,21.0,m,25,5,2013
Pmoestus,15.5,m,25,5,2013
Pmoestus,13.0,m,25,5,2013
Pmoestus,14.5,m,25,5,2013
Sslecontei,13.5,m,25,5,2013
Sslecontei,14.0,m,25,5,2013
Sslecontei,17.5,m,25,5,2013
Cemarginatus,16.0,f,26,5,2013
Cemarginatus,13.5,f,27,5,2013
Cemarginatus,14.5,f,27,5,2013
Cgoryi,14.5,f,27,5,2013
Padoxus,12.0,f,27,5,2013
Pangustatus,20.0,m,27,5,2013
Pangustatus,13.5,m,29,5,2013
Sslecontei,16.0,m,29,5,2013
Cfucatus,15.5,m,29,5,2013
Dteter,13.5,f,30,5,2013
Dteter,15.0,m,30,5,2013
Mcoracinus,17.0,f,31,5,2013
Pangustatus,14.5,f,31,5,2013
Pmoestus,17.0,f,31,5,2013
Cconvivus,16.5,f,31,5,2013
Cfucatus,15.5,m,31,5,2013
Cfucatus,13.5,m,31,5,2013
Cfucatus,14.5,m,31,5,2013
Cfucatus,13.5,m,31,5,2013
Cfucatus,16.0,m,31,5,2013
Cfucatus,9.5,m,31,5,2013
Cgoryi,15.0,m,31,5,2013
Cseximpressus,14.5,m,31,5,2013
Dteter,14.5,m,31,5,2013
Nnitidipennis,17.5,m,31,5,2013
Nnitidipennis,15.0,m,31,5,2013
Nnitidipennis,13.5,m,32,5,2013
Nnitidipennis,22.0,f,33,5,2013
Nnitidipennis,23.0,f,33,5,2013
Nnitidipennis,22.5,f,33,5,2013
Padoxus,23.0,f,33,5,2013
Padoxus,22.5,f,33,5,2013
Padoxus,22.0,f,33,5,2013
Padoxus,21.5,f,33,5,2013
Padoxus,22.5,f,33,5,2013
Pangustatus,22.0,f,33,5,2013
Pangustatus,6.0,f,33,5,2013
Pangustatus,15.0,f,33,5,2013
Pangustatus,15.0,f,33,5,2013
Pparmarginatus,16.0,f,33,5,2013
Ptenuicolle,17.0,f,33,5,2013
Ptristis,16.5,f,33,5,2013
Ptristis,17.0,f,33,5,2013
Sslecontei,16.0,m,33,5,2013
Sslecontei,15.5,m,33,5,2013
Sslecontei,21.5,m,33,5,2013
Cconvivus,20.0,m,33,5,2013
Cconvivus,15.5,m,33,5,2013
Cconvivus,15.0,m,33,5,2013
Cconvivus,17.0,m,33,5,2013
Cconvivus,17.5,m,33,5,2013
Cfucatus,17.5,m,33,5,2013
Cfucatus,18.5,m,33,5,2013
Cfucatus,16.5,m,33,5,2013
Cgoryi,17.5,m,33,5,2013
Dteter,18.0,m,33,5,2013
Padoxus,16.5,m,33,5,2013
Ptristis,16.5,m,33,5,2013
Ptristis,14.5,m,33,5,2013
Sslecontei,14.5,m,33,5,2013
Sslecontei,13.0,m,33,5,2013
Nterminatus,23.0,f,36,5,2013
Cconvivus,22.5,f,36,5,2013
Cconvivus,23.0,f,36,5,2013
Cfucatus,21.5,f,36,5,2013
Cgoryi,21.0,f,36,5,2013
Cgoryi,14.5,f,36,5,2013
Cgoryi,15.5,f,36,5,2013
Cgoryi,18.0,f,36,5,2013
Dpolitus,16.0,f,36,5,2013
Dteter,16.0,f,36,5,2013
Padoxus,16.5,f,36,5,2013
Pangustatus,21.0,m,36,5,2013
Pangustatus,21.0,m,36,5,2013
Pangustatus,22.0,m,36,5,2013
Pangustatus,15.0,m,36,5,2013
Pangustatus,15.0,m,36,5,2013
Pangustatus,16.5,m,36,5,2013
Pangustatus,17.0,m,36,5,2013
Sslecontei,14.0,m,36,5,2013
Cconvivus,14.0,m,36,5,2013
Cfucatus,17.0,f,37,5,2013
Cfucatus,16.0,f,37,5,2013
Cgoryi,15.0,m,37,5,2013
Cgoryi,17.5,m,37,5,2013
Cgoryi,13.0,m,37,5,2013
Cseximpressus,15.0,m,37,5,2013
Cseximpressus,15.0,m,37,5,2013
Padoxus,12.0,m,37,5,2013
Pangustatus,9.5,f,38,5,2013
Ptristis,18.0,f,38,5,2013
Sslecontei,16.0,m,38,5,2013
Sslecontei,12.0,m,38,5,2013
Cemarginatus,14.0,f,39,5,2013
Cyclotrachelus?,15.0,m,39,5,2013
Padoxus,16.5,m,39,5,2013
Padoxus,13.5,m,39,5,2013
Pangustatus,13.5,m,39,5,2013
Pangustatus,15.0,f,40,5,2013
Pangustatus,14.0,f,40,5,2013
Plachrymosus,13.5,f,40,5,2013
Plachrymosus,16.5,m,40,5,2013
Plachrymosus,25.5,f,1,6,2013
Ptenuicolle,15.0,f,1,6,2013
Ptristis,16.0,f,1,6,2013
Sslecontei,13.0,f,1,6,2013
Cgoryi,15.0,f,1,6,2013
Padoxus,16.5,f,3,6,2013
Pangustatus,19.5,f,3,6,2013
Pangustatus,14.0,m,3,6,2013
Plachrymosus,17.0,f,4,6,2013
Plachrymosus,17.0,f,4,6,2013
Plachrymosus,17.0,f,4,6,2013
Plachrymosus,16.0,f,4,6,2013
Plachrymosus,17.0,f,4,6,2013
Plachrymosus,16.5,f,4,6,2013
Plachrymosus,16.0,f,4,6,2013
Plachrymosus,17.0,f,4,6,2013
Pmoestus,21.0,f,4,6,2013
Pstygicus,9.5,m,4,6,2013
Cconvivus,23.0,m,4,6,2013
Cfucatus,20.0,m,4,6,2013
Cfucatus,18.5,m,4,6,2013
Cfucatus,18.0,m,4,6,2013
Cfucatus,16.5,m,4,6,2013
Cfucatus,17.5,m,4,6,2013
Cfucatus,18.0,m,4,6,2013
Cgoryi,16.5,m,4,6,2013
Cgoryi,17.0,m,4,6,2013
Cgoryi,16.5,m,4,6,2013
Cyclotrachelus?,15.0,m,4,6,2013
Pangustatus,10.0,f,5,6,2013
Pangustatus,17.0,f,5,6,2013
Pangustatus,15.0,f,5,6,2013
Pangustatus,17.0,f,5,6,2013
Pangustatus,16.5,f,5,6,2013
Pangustatus,16.5,f,5,6,2013
Plachrymosus,17.5,f,5,6,2013
Plachrymosus,16.0,f,5,6,2013
Plachrymosus,17.0,f,5,6,2013
Plachrymosus,18.5,f,5,6,2013
Plachrymosus,17.0,f,5,6,2013
Prostratus,18.0,f,5,6,2013
Pstygicus,14.0,f,5,6,2013
Cconvivus,15.5,f,5,6,2013
Cfucatus,17.5,f,5,6,2013
Cfucatus,17.5,f,5,6,2013
Cgoryi,18.0,f,5,6,2013
Cgoryi,16.5,f,5,6,2013
Cseximpressus,18.0,f,5,6,2013
Cyclotrachelus?,18.0,f,5,6,2013
Dteter,19.5,f,5,6,2013
Pangustatus,18.0,f,5,6,2013
Pangustatus,17.0,f,5,6,2013
Plachrymosus,22.0,f,5,6,2013
Plachrymosus,20.0,f,5,6,2013
Plachrymosus,20.0,m,5,6,2013
Pstygicus,15.5,m,5,6,2013
Alucidula,17.0,m,5,6,2013
Cconvivus,15.0,m,5,6,2013
Cconvivus,16.0,m,5,6,2013
Cconvivus,16.0,m,5,6,2013
Cemarginatus,16.0,m,5,6,2013
Cfucatus,15.0,m,5,6,2013
Cfucatus,15.5,m,5,6,2013
Cfucatus,15.0,m,5,6,2013
Cgoryi,15.5,m,5,6,2013
Naeneus,16.5,m,5,6,2013
Pangustatus,15.0,m,5,6,2013
Pangustatus,16.5,m,5,6,2013
Pangustatus,15.5,m,5,6,2013
Pangustatus,18.0,m,5,6,2013
Pangustatus,18.0,m,5,6,2013
Pangustatus,17.0,m,5,6,2013
Pangustatus,18.5,m,5,6,2013
Pangustatus,18.0,f,7,6,2013
Pangustatus,16.5,f,7,6,2013
Pangustatus,16.5,f,7,6,2013
Plachrymosus,17.0,m,7,6,2013
Plachrymosus,16.5,m,7,6,2013
Plachrymosus,16.0,m,7,6,2013
Plachrymosus,16.5,m,7,6,2013
Plachrymosus,17.5,m,7,6,2013
Pmoestus,18.5,f,8,6,2013
Cconvivus,18.0,f,8,6,2013
Cemarginatus,16.5,f,8,6,2013
Cfucatus,16.5,m,8,6,2013
Cfucatus,18.0,f,9,6,2013
Cfucatus,18.0,f,9,6,2013
Cfucatus,19.0,f,9,6,2013
Cgoryi,18.0,f,9,6,2013
Cgoryi,16.5,f,9,6,2013
Cgoryi,18.5,f,9,6,2013
Cgoryi,22.0,m,9,6,2013
Cseximpressus,16.5,m,9,6,2013
Cyclotrachelus?,16.5,m,9,6,2013
Padoxus,17.5,m,9,6,2013
Padoxus,17.0,m,9,6,2013
Padoxus,17.0,m,9,6,2013
Padoxus,15.0,m,9,6,2013
Pangustatus,17.0,f,10,6,2013
Plachrymosus,18.5,f,10,6,2013
Plachrymosus,18.0,f,10,6,2013
Plachrymosus,16.0,m,10,6,2013
Plachrymosus,22.0,f,11,6,2013
Plachrymosus,17.0,f,11,6,2013
Plachrymosus,17.0,f,11,6,2013
Pmoestus,14.0,f,11,6,2013
Pmoestus,14.0,f,11,6,2013
Prostratus,19.0,f,11,6,2013
Pstygicus,24.0,m,11,6,2013
Cgoryi,17.0,f,12,6,2013
Cgoryi,17.5,f,12,6,2013
Cgoryi,14.5,f,12,6,2013
Cgoryi,17.0,f,12,6,2013
Cgoryi,16.0,m,12,6,2013
Cgoryi,15.0,m,12,6,2013
Cyclotrachelus?,30.5,f,13,6,2013
Pangustatus,29.5,f,13,6,2013
Pangustatus,26.0,f,13,6,2013
Pangustatus,28.0,f,13,6,2013
Pangustatus,16.5,f,13,6,2013
Pangustatus,19.0,f,13,6,2013
Plachrymosus,19.5,f,13,6,2013
Plachrymosus,23.5,m,13,6,2013
Sslecontei,23.0,m,13,6,2013
Sslecontei,21.0,m,13,6,2013
Cgoryi,20.5,m,13,6,2013
Cgoryi,15.0,m,13,6,2013
Cgoryi,15.0,m,13,6,2013
Cgoryi,15.0,m,13,6,2013
Dteter,16.5,f,15,6,2013
Pangustatus,15.0,f,15,6,2013
Pangustatus,15.5,f,15,6,2013
Pangustatus,18.0,f,15,6,2013
Pangustatus,23.5,f,15,6,2013
Pangustatus,10.0,f,15,6,2013
Plachrymosus,16.0,f,15,6,2013
Plachrymosus,17.5,f,15,6,2013
Pmelanarius,19.0,f,15,6,2013
Pmoestus,17.0,f,15,6,2013
Pmoestus,16.5,f,15,6,2013
Pmoestus,15.5,f,15,6,2013
Pmoestus,15.0,f,15,6,2013
Ainterstitialis,15.0,f,15,6,2013
Cgoryi,14.0,f,15,6,2013
Cgoryi,17.0,f,15,6,2013
Cgoryi,10.0,f,15,6,2013
Cgoryi,15.0,m,15,6,2013
Cgoryi,16.0,m,15,6,2013
Cgoryi,13.5,m,15,6,2013
Cgoryi,18.0,m,15,6,2013
Cgoryi,21.0,m,15,6,2013
Cgoryi,15.0,m,15,6,2013
Cgoryi,15.0,m,15,6,2013
Cgoryi,15.5,m,15,6,2013
Cgoryi,14.5,m,15,6,2013
Cgoryi,13.0,m,15,6,2013
Cgoryi,22.0,f,16,6,2013
Cgoryi,25.0,f,16,6,2013
Cgoryi,22.5,f,16,6,2013
Cgoryi,25.5,f,16,6,2013
Cgoryi,18.0,f,16,6,2013
Naeneus,17.0,f,16,6,2013
Padoxus,17.0,f,16,6,2013
Padoxus,17.5,f,16,6,2013
Padoxus,17.0,f,16,6,2013
Padoxus,18.0,f,16,6,2013
Plachrymosus,25.0,m,16,6,2013
Plachrymosus,22.0,m,16,6,2013
Plachrymosus,15.5,m,16,6,2013
Plachrymosus,15.0,m,16,6,2013
Plachrymosus,16.5,m,16,6,2013
Plachrymosus,17.0,m,16,6,2013
Plachrymosus,15.5,m,16,6,2013
Plachrymosus,10.5,f,17,6,2013
Plachrymosus,15.5,f,17,6,2013
Plachrymosus,17.5,f,17,6,2013
Plachrymosus,18.5,f,17,6,2013
Plachrymosus,16.5,f,17,6,2013
Plachrymosus,18.0,m,18,6,2013
Plachrymosus,18.0,f,19,6,2013
Plachrymosus,10.0,m,20,6,2013
Plachrymosus,18.5,f,22,6,2013
Plachrymosus,18.5,f,22,6,2013
Pmoestus,17.5,f,22,6,2013
Prostratus,8.5,m,22,6,2013
Prostratus,15.0,f,23,6,2013
Ptristis,17.0,f,23,6,2013
Ainterstitialis,15.0,m,23,6,2013
Ainterstitialis,17.5,m,25,6,2013
Ainterstitialis,15.0,f,26,6,2013
Cconvivus,15.0,f,26,6,2013
Cconvivus,19.5,m,26,6,2013
Cconvivus,15.0,m,26,6,2013
Cgoryi,15.0,m,26,6,2013
Cgoryi,16.0,f,27,6,2013
Cgoryi,22.0,f,27,6,2013
Cgoryi,15.0,f,27,6,2013
Cgoryi,19.0,f,27,6,2013
Cgoryi,18.0,f,27,6,2013
Cgoryi,17.5,f,27,6,2013
Cseximpressus,16.0,m,27,6,2013
Cseximpressus,28.0,f,28,6,2013
Padoxus,15.0,f,28,6,2013
Plachrymosus,17.0,f,28,6,2013
Plachrymosus,19.5,f,28,6,2013
Plachrymosus,17.0,f,28,6,2013
Plachrymosus,17.0,f,28,6,2013
Plachrymosus,17.0,f,28,6,2013
Plachrymosus,17.0,f,28,6,2013
Plachrymosus,21.5,m,28,6,2013
Plachrymosus,18.5,m,28,6,2013
Plachrymosus,18.0,m,28,6,2013
Plachrymosus,18.0,m,28,6,2013
Plachrymosus,15.0,f,29,6,2013
Pmoestus,18.5,f,29,6,2013
Pmoestus,18.0,f,29,6,2013
Pmoestus,18.5,f,29,6,2013
Pmoestus,21.0,f,29,6,2013
Pmoestus,20.0,f,29,6,2013
Pmoestus,15.0,m,29,6,2013
Pmoestus,18.0,m,29,6,2013
Pmoestus,18.0,m,29,6,2013
Prostratus,19.0,m,29,6,2013
Prostratus,17.0,f,30,6,2013
Ptristis,19.5,f,30,6,2013
Ptristis,20.5,f,30,6,2013
Ptristis,17.0,m,30,6,2013
Ptristis,19.0,m,30,6,2013
Ptristis,20.0,m,30,6,2013
Ptristis,17.5,f,31,6,2013
Ptristis,18.0,f,31,6,2013
Ptristis,20.0,f,31,6,2013
Ptristis,18.0,f,31,6,2013
Ptristis,18.0,f,31,6,2013
Ptristis,17.0,f,31,6,2013
Ptristis,17.5,f,31,6,2013
Sslecontei,18.0,f,31,6,2013
Ainterstitialis,19.0,f,31,6,2013
Ainterstitialis,13.0,m,31,6,2013
Ainterstitialis,17.5,m,31,6,2013
Cgoryi,17.0,m,31,6,2013
Cgoryi,18.0,m,31,6,2013
Cgoryi,17.0,m,31,6,2013
Cgoryi,16.5,m,31,6,2013
Cgoryi,21.0,m,31,6,2013
Padoxus,12.5,f,32,6,2013
Padoxus,17.0,f,32,6,2013
Padoxus,16.5,f,32,6,2013
Plachrymosus,15.0,m,32,6,2013
Plachrymosus,15.5,m,32,6,2013
Plachrymosus,14.5,m,32,6,2013
Plachrymosus,23.5,f,33,6,2013
Pmoestus,24.0,f,33,6,2013
Ptristis,18.0,f,33,6,2013
Ptristis,20.5,f,33,6,2013
Ptristis,19.5,f,33,6,2013
Ptristis,20.5,f,33,6,2013
Padoxus,15.5,f,33,6,2013
Padoxus,16.5,f,33,6,2013
Plachrymosus,20.5,f,33,6,2013
Plachrymosus,20.0,f,33,6,2013
Plachrymosus,17.0,f,33,6,2013
Plachrymosus,21.5,f,33,6,2013
Plachrymosus,26.0,m,33,6,2013
Plachrymosus,23.0,m,33,6,2013
Plachrymosus,19.0,m,33,6,2013
Plachrymosus,13.0,m,33,6,2013
Plachrymosus,17.5,m,33,6,2013
Plachrymosus,19.5,m,33,6,2013
Plachrymosus,15.0,m,33,6,2013
Plachrymosus,15.5,m,33,6,2013
Plachrymosus,18.5,m,33,6,2013
Plachrymosus,15.5,m,33,6,2013
Plachrymosus,14.0,m,33,6,2013
Plachrymosus,16.0,f,34,6,2013
Pmoestus,18.0,f,34,6,2013
